date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:04:32	904/904	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Nov%202018%2005:34:32%20GMT	http://www.vasterad.com/robots.txt		(from )
11:04:32	26573/26573	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2014:14:43%20GMT	http://www.vasterad.com/themes/listeo_latest/	D:/websites/HelpFinder/www.vasterad.com/themes/listeo_latest/index.html	(from )
11:04:34	244815/244815	---MCZ	200	added ('OK')	text/css	etag:W/%224b948-57369dc3870c0-gzip%22	http://www.vasterad.com/themes/listeo_latest/css/style.css	D:/websites/HelpFinder/www.vasterad.com/themes/listeo_latest/css/style.css	(from http://www.vasterad.com/themes/listeo_latest/)
11:04:34	6366/6366	---MCZ	200	added ('OK')	text/css	date:Tue,%2014%20Aug%202018%2019:03:11%20GMT	http://www.vasterad.com/themes/listeo_latest/css/colors/main.css	D:/websites/HelpFinder/www.vasterad.com/themes/listeo_latest/css/colors/main.css	(from http://www.vasterad.com/themes/listeo_latest/)
11:04:35	26573/26573	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2014:14:43%20GMT	http://www.vasterad.com/themes/listeo_latest/index.html	D:/websites/HelpFinder/www.vasterad.com/themes/listeo_latest/index-2.html	(from http://www.vasterad.com/themes/listeo_latest/)
11:04:35	3853/3853	---M--	200	added ('OK')	image/png	etag:%221b42-57351ba60bb00%22	http://www.vasterad.com/themes/listeo_latest/images/logo.png	D:/websites/HelpFinder/www.vasterad.com/themes/listeo_latest/images/logo.png	(from http://www.vasterad.com/themes/listeo_latest/)
11:04:36	27607/27607	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2014:14:42%20GMT	http://www.vasterad.com/themes/listeo_latest/index-2.html	D:/websites/HelpFinder/www.vasterad.com/themes/listeo_latest/index-3.html	(from http://www.vasterad.com/themes/listeo_latest/)
11:04:37	22541/22541	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2014:14:43%20GMT	http://www.vasterad.com/themes/listeo_latest/index-3.html	D:/websites/HelpFinder/www.vasterad.com/themes/listeo_latest/index-4.html	(from http://www.vasterad.com/themes/listeo_latest/)
11:04:37	31095/31095	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2014:14:43%20GMT	http://www.vasterad.com/themes/listeo_latest/index-4.html	D:/websites/HelpFinder/www.vasterad.com/themes/listeo_latest/index-5.html	(from http://www.vasterad.com/themes/listeo_latest/)
11:04:38	24121/24121	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2014:14:48%20GMT	http://www.vasterad.com/themes/listeo_latest/listings-list-with-sidebar.html	D:/websites/HelpFinder/www.vasterad.com/themes/listeo_latest/listings-list-with-sidebar.html	(from http://www.vasterad.com/themes/listeo_latest/)
11:04:39	24130/24130	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2014:14:48%20GMT	http://www.vasterad.com/themes/listeo_latest/listings-list-full-width.html	D:/websites/HelpFinder/www.vasterad.com/themes/listeo_latest/listings-list-full-width.html	(from http://www.vasterad.com/themes/listeo_latest/)
11:04:40	24266/24266	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2014:14:48%20GMT	http://www.vasterad.com/themes/listeo_latest/listings-list-full-width-with-map.html	D:/websites/HelpFinder/www.vasterad.com/themes/listeo_latest/listings-list-full-width-with-map.html	(from http://www.vasterad.com/themes/listeo_latest/)
